Ownership,Fund,,Vidhan Sabha,,Mandal,,Panchayat,,Project Details,,Recommended Amount,,Recommended Year,,Project Status
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Strengthening the system in 40 primary schools under Hazaribagh district.,,4537500,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of boundary wall of upgraded middle school Holang in Panchayat Tatijharia-1.,,2109000,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Renovation of 124 Anganwadi centers,,6037000,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 35 Anganwadi centers,,550191,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 13 Anganwadi centers,,683463,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Strengthening/Upgradation of ANS+2 High School, Raleigh.",,32967600,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 06 Repair of Anganwadi centers,,500500,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Strengthening/upgradation of upgraded UT organs.,,29213800,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Supply of 480 Sahiya kits in Dadi, Keredari and Barakagaon",,322667,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Vishnugadh +2 High School, Vishnugadh.",,46696900,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Dharampur +2 High School, Dharampur.",,8693800,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of boundary wall of Kodve Middle School.,,2309500,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Various works for strengthening Vishnugarh Community Health Center,,7424550,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Miscellaneous work for construction of Covid-19 ward in Churchu Community Health Center,,19581300,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Various works for the upgradation of Project Girls High School, Charhi.",,12305600,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of PCC path and repair of boundary wall under Vishnugarh Community Health Centre.,,2498500,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Installation of 2 high mast lights under Vishnugadh Community Health Centre.,,1988300,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Various works for the upgradation of Middle School, Narakikala.",,6596600,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Nagi.",,9700700,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Holang.",,7145500,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Murki.",,7835400,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Necessary work for self-certification of delivery room in Community Health Centre, Vishnugarh.",,1455300,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous construction work at Community Health Centre, Churchu.",,3332300,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Middle School, Dadi.",,6908600,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Work related to strengthening of Primary Health Center, Charhi.",,3962000,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Middle School, Giddi ‘C’.",,9988100,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Work related to strengthening of primary health centers and organs.,,2960500,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous construction work in the newly constructed Covid ward of Community Health Centre, Churchu.",,912300,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Urdu Advanced Middle School, Huwag.",,6364200,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : ,,823445,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of boundary wall of new primary school in Gram Panchayat Chanaro under Churchu block.,,1681600,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Establishment of total 20 cage cultures under Dadi block.,,13547600,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Sarwaha.",,12880600,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Hendegadha.",,7276100,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Various works for upgradation of Upgraded Middle School, Indira.",,4984400,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded +2 High School, Jharpo.",,12349700,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Various works for the upgradation of Scheduled Caste Girls Hostel located in the premises of Daulat Mahato B.Ed College.,,1596225,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Tehratand turn to Kurkutta Basti in village Kurkutta under Block-Dadi.,,9766500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from 15 miles under Block-Churchu to Dhubha (Jarba) drain via Phusri Indra.,,9003900,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of bridge in Basriyatand drain of village Achaljamo of Panchayat Achaljamo-3 under Block-Vishnugarh.,,5726500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Mishrain Modha to Rikwa bridge under Block-Dadi.,,9560300,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Under Block-Churchu, construction of road from Indira Panchayat Bhawan via Hendegadha Panchayat Bhawan to Harhad via Nimadih.",,8611200,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Gobindpur Khurd.",,4988300,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Bedmakka.",,11243100,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of bridge in Kumhra river of Bodra Lasodh of Panchayat Churchu.,,4998600,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Road construction including culvert from Kanaki Dadi Marg to Gandhoniya Dham under Kanaki Panchayat.,,9973500,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of a bridge near Rupa Nala on the road leading to Pesarakandi in village Rabodh under Rabodh Panchayat.,,2492500,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
